Handle,Url,TwitterName,Type,Party,PartyColor1,PartyColor2,PartyID,Website
@KarinGaardsted,https://twitter.com/KarinGaardsted,Karin Gaardsted,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@skriver_kris,https://twitter.com/skriver_kris,Kris Jensen Skriver,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@larswerge,https://twitter.com/larswerge,Lars Werge,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@MadsenHenriksen,https://twitter.com/MadsenHenriksen,Mads MadsenHenriksen,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@MariaDurhuus,https://twitter.com/MariaDurhuus,Maria Durhuus,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@power_matilde,https://twitter.com/power_matilde,Matilde Powers,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@mettereissmann,https://twitter.com/mettereissmann,Mette Reissmann,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@mikidamlarsen,https://twitter.com/mikidamlarsen,Miki Dam Larsen,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@KlessenMorten,https://twitter.com/KlessenMorten,Morten Klessen,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@Ryom_92,https://twitter.com/Ryom_92,Morten Ryom,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@NikolinePrehn,https://twitter.com/NikolinePrehn,Nikoline Linnemann Prehn,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@BaaringEmil,https://twitter.com/BaaringEmil,Sara Emil Baaring,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@Seba_Schwartz,https://twitter.com/Seba_Schwartz,Sebastian Schwartz,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@hommeltoft,https://twitter.com/hommeltoft,Theis Kylling Hommeltoft,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@MonbergThomas,https://twitter.com/MonbergThomas,ThomasMonberg,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@T_SkriverJensen,https://twitter.com/T_SkriverJensen,Thomas Skriver Jensen,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@HolmboeHay,https://twitter.com/HolmboeHay,Thorkild Holmboe-Hay,Folketingskandidat,Socialdemokratiet,"""#C7042C""","""#F04C46""",A,
@SF_Ungdom,https://twitter.com/SF_Ungdom,SF Ungdom,Ungdomsparti,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@SFpolitik,https://twitter.com/SFpolitik,SF,Parti,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@PiaOlsen,https://twitter.com/PiaOlsen,Pia Olsen Dyhr,Leder,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@MF_K_Lorentzen,https://twitter.com/MF_K_Lorentzen,Karina Lorentzen D.,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@jacobmark_sf,https://twitter.com/jacobmark_sf,Jacob Mark,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@khoenge,https://twitter.com/khoenge,Karsten Hønge,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@signe_munk,https://twitter.com/signe_munk,Signe Munk,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@LisbethBNielsen,https://twitter.com/LisbethBNielsen,Lisbeth Bech-Nielsen,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@TrineTorp,https://twitter.com/TrineTorp,Trine Schøning Torp,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@KirstenNormann,https://twitter.com/KirstenNormann,Kirsten Normann,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Carl__Valentin,https://twitter.com/Carl__Valentin,Carl Valentin,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@charlottebroman,https://twitter.com/charlottebroman,Charlotte Mølbæk,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Halime9Oguz,https://twitter.com/Halime9Oguz,Halime Oguz,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@AnneValentina,https://twitter.com/AnneValentina,Anne Valentina Berthelsen,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@AstridCaroee,https://twitter.com/AstridCaroee,Astrid Carøe,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@rasmusnordqvist,https://twitter.com/rasmusnordqvist,rasmus nordqvist,MF,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@sfBalder,https://twitter.com/sfBalder,Balder Mørk Andersen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Andreas_Baek,https://twitter.com/Andreas_Baek,Andreas Bæk,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Miss_Skovgaard,https://twitter.com/Miss_Skovgaard,Melissa_Skovgaard_Jensen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@LinePetersen92,https://twitter.com/LinePetersen92,Line Petersen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Klausmygind,https://twitter.com/Klausmygind,Klaus Mygind,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@PederHolkSvends,https://twitter.com/PederHolkSvends,Peder Holk Svendsen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@sadekalamood,https://twitter.com/sadekalamood,Sadek Al-Amood,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Cecilie_Holdt,https://twitter.com/Cecilie_Holdt,Cecilie Holdt,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@SerdalBenli,https://twitter.com/SerdalBenli,Serdal Benli,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@ViviNoer,https://twitter.com/ViviNoer,Vivi Nør Jacobsen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@SigurdAgersnap,https://twitter.com/SigurdAgersnap,Sigurd Agersnap,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@sf_elektrikeren,https://twitter.com/sf_elektrikeren,Rasmus Peter Henriksen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@sofiefalckvilla,https://twitter.com/sofiefalckvilla,Sofie Falck Villadsen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@NielsHaxthausen,https://twitter.com/NielsHaxthausen,Niels haxthausen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@troelsstru,https://twitter.com/troelsstru,Troels Stru Schmidt,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@AlexanderBS_dk,https://twitter.com/AlexanderBS_dk,Alexander Bruhn Skjøth,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@clausjorgensen,https://twitter.com/clausjorgensen,Claus Jørgensen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@WestermannPeter,https://twitter.com/WestermannPeter,Peter Westermann,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@BigumMarianne,https://twitter.com/BigumMarianne,Marianne Bigum,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@BrynildsenSilje,https://twitter.com/BrynildsenSilje,Silje Brynildsen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@SBSkrubbeltrang,https://twitter.com/SBSkrubbeltrang,Stefan Skrubbeltrang,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@sofielippert,https://twitter.com/sofielippert,Sofie Lippert,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@annabraendemose,https://twitter.com/annabraendemose,Anna Brændemose,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@mortensiig,https://twitter.com/mortensiig,Morten Siig Henriksen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@CharlotteVindel,https://twitter.com/CharlotteVindel,Charlotte Vindeløv SF,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@SLSBASS,https://twitter.com/SLSBASS,Søren Sloth - folketingskandidat for SF,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Lisem_ller,https://twitter.com/Lisem_ller,Lise Müller,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Nanna_Bonde,https://twitter.com/Nanna_Bonde,Nanna Bonde,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@DavidDamJensen,https://twitter.com/DavidDamJensen,David Dam Jensen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@CPMC_SF,https://twitter.com/CPMC_SF,Christian Mutwa Christensen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@GaardeMilo,https://twitter.com/GaardeMilo,Milo Jacobsen Gaarde,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@SusanneThorsen,https://twitter.com/SusanneThorsen,Susanne Stenstrop Thorsen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@PrivatNissen,https://twitter.com/PrivatNissen,Privat Socialrådgiver Karin B Nissen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@Meritta_SF,https://twitter.com/Meritta_SF,Meritta Bjerregaard,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@NielsKristianSF,https://twitter.com/NielsKristianSF,Niels Kristian Larsen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@BergBergtheresa,https://twitter.com/BergBergtheresa,Theresa Berg Andersen,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@LasseHjorthj,https://twitter.com/LasseHjorthj,Lasse Hjorthøj,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@grosboell,https://twitter.com/grosboell,Andreas Grosbøll,Folketingskandidat,Socialistisk Folkeparti,"""#BF011A""","""#00934A""",F,
@VUngdom,https://twitter.com/VUngdom,Venstres Ungdom,Ungdomsparti,Venstre,"""#02438E""","""#E97113""",V,
@venstredk,https://twitter.com/venstredk,Venstre,Parti,Venstre,"""#02438E""","""#E97113""",V,
@AnneStergaa,https://twitter.com/AnneStergaa,Anne Honoré Østergaard,MF,Venstre,"""#02438E""","""#E97113""",V,
@AnniMatthiesen,https://twitter.com/AnniMatthiesen,Anni Matthiesen,MF,Venstre,"""#02438E""","""#E97113""",V,
@BHaarder,https://twitter.com/BHaarder,Bertel Haarder,MF,Venstre,"""#02438E""","""#E97113""",V,
@CKissmeyer,https://twitter.com/CKissmeyer,Carsten Kissmeyer,MF,Venstre,"""#02438E""","""#E97113""",V,
@EllenTraneNorby,https://twitter.com/EllenTraneNorby,Ellen Trane Nørby,MF,Venstre,"""#02438E""","""#E97113""",V,
@ErlingBonnesen,https://twitter.com/ErlingBonnesen,Erling Bonnesen,MF,Venstre,"""#02438E""","""#E97113""",V,
@EvaKjerHansen,https://twitter.com/EvaKjerHansen,Eva Kjer Hansen,MF,Venstre,"""#02438E""","""#E97113""",V,
@fatmaoektem,https://twitter.com/fatmaoektem,Fatma Øktem,MF,Venstre,"""#02438E""","""#E97113""",V,
@HansAndersenV,https://twitter.com/HansAndersenV,Hans Andersen,MF,Venstre,"""#02438E""","""#E97113""",V,
@HaChrSchmidt,https://twitter.com/HaChrSchmidt,Hans Christian Schmidt,MF,Venstre,"""#02438E""","""#E97113""",V,
@bankHeidi,https://twitter.com/bankHeidi,Heidi Bank,MF,Venstre,"""#02438E""","""#E97113""",V,
@jacobjensenMF,https://twitter.com/jacobjensenMF,Jacob Jensen,MF,Venstre,"""#02438E""","""#E97113""",V,
@JakobEllemann,https://twitter.com/JakobEllemann,Jakob Ellemann-Jensen,Leder,Venstre,"""#02438E""","""#E97113""",V,
@JanEJoergensen,https://twitter.com/JanEJoergensen,Jan E. Jørgensen,MF,Venstre,"""#02438E""","""#E97113""",V,
@JaneHeitmann,https://twitter.com/JaneHeitmann,Jane Heitmann,MF,Venstre,"""#02438E""","""#E97113""",V,
@EllemannKaren,https://twitter.com/EllemannKaren,Karen Ellemann,MF,Venstre,"""#02438E""","""#E97113""",V,
@KD_Mikkelsen,https://twitter.com/KD_Mikkelsen,Kenneth Mikkelsen,MF,Venstre,"""#02438E""","""#E97113""",V,
@kimvalentinDK,https://twitter.com/kimvalentinDK,Kim Valentin,MF,Venstre,"""#02438E""","""#E97113""",V,
@kplorentzen,https://twitter.com/kplorentzen,Kr. Pihl Lorentzen,MF,Venstre,"""#02438E""","""#E97113""",V,
@larsclilleholt,https://twitter.com/larsclilleholt,Lars Chr. Lilleholt,MF,Venstre,"""#02438E""","""#E97113""",V,
@LouiseElholm,https://twitter.com/LouiseElholm,Louise Schack Elholm,MF,Venstre,"""#02438E""","""#E97113""",V,
@madsfuglede,https://twitter.com/madsfuglede,Mads Fuglede,MF,Venstre,"""#02438E""","""#E97113""",V,
@MajaTorpAalborg,https://twitter.com/MajaTorpAalborg,Maja Torp,MF,Venstre,"""#02438E""","""#E97113""",V,
@marie_bjerre,https://twitter.com/marie_bjerre,Marie Bjerre,MF,Venstre,"""#02438E""","""#E97113""",V,
@MarleneAmbo,https://twitter.com/MarleneAmbo,Marlene Ambo-Rasmussen,MF,Venstre,"""#02438E""","""#E97113""",V,
@Martin_Geertsen,https://twitter.com/Martin_Geertsen,Martin Geertsen,MF,Venstre,"""#02438E""","""#E97113""",V,
@michaelaastrup,https://twitter.com/michaelaastrup,Michael Aastrup Jensen,MF,Venstre,"""#02438E""","""#E97113""",V,
@MortenDahlin,https://twitter.com/MortenDahlin,Morten Dahlin,MF,Venstre,"""#02438E""","""#E97113""",V,
@PeterJuelJensen,https://twitter.com/PeterJuelJensen,Peter Juel Jensen,MF,Venstre,"""#02438E""","""#E97113""",V,
@sophieloehde,https://twitter.com/sophieloehde,Sophie Løhde,MF,Venstre,"""#02438E""","""#E97113""",V,
@Sten_Knuth,https://twitter.com/Sten_Knuth,"Stén Knuth, Idrætsordfører Venstre",MF,Venstre,"""#02438E""","""#E97113""",V,
@ThDanielsen,https://twitter.com/ThDanielsen,Thomas Danielsen,MF,Venstre,"""#02438E""","""#E97113""",V,
@troelslundp,https://twitter.com/troelslundp,Troels Lund Poulsen,MF,Venstre,"""#02438E""","""#E97113""",V,
@Ulla_Tornaes,https://twitter.com/Ulla_Tornaes,Ulla Tørnæs,MF,Venstre,"""#02438E""","""#E97113""",V,
@fausboll,https://twitter.com/fausboll,Anders Fausbøll,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@AnitaHolt14,https://twitter.com/AnitaHolt14,Anita Vivi Lilholt,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@AstridSborg,https://twitter.com/AstridSborg,Astrid Søborg,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@5330Munkebo,https://twitter.com/5330Munkebo,Bo Sandberg,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@bo_sandroos,https://twitter.com/bo_sandroos,Bo Sandroos,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@PedersenCas,https://twitter.com/PedersenCas,Casper Pedersen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@BisserupC,https://twitter.com/BisserupC,Charlotte Bisserup Bechfeldt,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@ChrisHPreuss,https://twitter.com/ChrisHPreuss,Chris Borup Preuss,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@ChristofferMels,https://twitter.com/ChristofferMels,Christoffer Melson,MF,Venstre,"""#02438E""","""#E97113""",V,
@RustDitte,https://twitter.com/RustDitte,Ditte Rust,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@gustavsjuul,https://twitter.com/gustavsjuul,Gustav Juul,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@BuchhaveHenrik,https://twitter.com/BuchhaveHenrik,Henrik Buchhave,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@ibenkr2,https://twitter.com/ibenkr2,Iben Krog Rasmussen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@Jacob_Panton,https://twitter.com/Jacob_Panton,Jacob Panton,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@jacobchrnielsen,https://twitter.com/jacobchrnielsen,Jacob Chr. Nielsen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@MatthiesenJarl,https://twitter.com/MatthiesenJarl,Jarl Matthiesen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@JensKloppenborg,https://twitter.com/JensKloppenborg,Jens Kloppenborg,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@KenKristensenDK,https://twitter.com/KenKristensenDK,Ken Kristensen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@KlausSandfeld,https://twitter.com/KlausSandfeld,Klaus Sandfeld,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@LennartHartman1,https://twitter.com/LennartHartman1,Lennart Hartmann Nielsen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@LineaLidell,https://twitter.com/LineaLidell,Linea Søgaard-Lidell,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@LoneKastberg,https://twitter.com/LoneKastberg,Lone Kastberg,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@GrandjeaMalene,https://twitter.com/GrandjeaMalene,Malene Grandjean,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@Marcusdaniels94,https://twitter.com/Marcusdaniels94,Marcus Danielsson,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@MLynghj,https://twitter.com/MLynghj,Marianne Lynghøj,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@MathiasRinaldo1,https://twitter.com/MathiasRinaldo1,Mathias Rinaldo,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@NielsBladt,https://twitter.com/NielsBladt,Niels Henning Bladt,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@nikolaj_leed,https://twitter.com/nikolaj_leed,Nikolaj Henriksen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@FriisHauge,https://twitter.com/FriisHauge,Preben Friis-Hauge,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@rasmushylleberg,https://twitter.com/rasmushylleberg,Rasmus Hylleberg,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@vejsmose,https://twitter.com/vejsmose,Ricki Vejsmose,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@StephanArnoldDK,https://twitter.com/StephanArnoldDK,Stephan Arnold,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@thomas_elong,https://twitter.com/thomas_elong,Thomas Elong,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@HolchTilde,https://twitter.com/HolchTilde,Tilde Holch Duedahl,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@tinalund81,https://twitter.com/tinalund81,Tina Lund Sørensen,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@Torstenschack,https://twitter.com/Torstenschack,Torsten Schack,MF,Venstre,"""#02438E""","""#E97113""",V,
@UlrichFredberg,https://twitter.com/UlrichFredberg,Ulrich Fredberg,Folketingskandidat,Venstre,"""#02438E""","""#E97113""",V,
@SSkaale,https://twitter.com/SSkaale,Sjurdur Skaale,MF,Javnaðarflokkurin,Nordatlanten,Nordatlanten,Nordatlanten,
@Sambandsflokkur,https://twitter.com/Sambandsflokkur,Sambandsflokkurin,Parti,Sambandsflokkurin,Nordatlanten,Nordatlanten,Nordatlanten,
@Javnadarflokkur,https://twitter.com/Javnadarflokkur,Javnaðarflokkurin,Parti,Javnaðarflokkurin,Nordatlanten,Nordatlanten,Nordatlanten,
@Siumut,https://twitter.com/Siumut,Siumut,Parti,Siumut,Nordatlanten,Nordatlanten,Nordatlanten,
