Handle,Url,TwitterName,Type,Party,PartyColor1,PartyColor2,PartyID,Website
@AlternativeUnge,https://twitter.com/AlternativeUnge,Alternativets Unge,Ungdomsparti,Alternativet,"""#00BE00""","""#000000""",Å,https://alternativetsunge.dk/
@alternativet_,https://twitter.com/alternativet_,Alternativet,Parti,Alternativet,"""#00BE00""","""#000000""",Å,https://alternativet.dk/
@uffeelbaek,https://twitter.com/uffeelbaek,Uffe Elbæk,MF,Alternativet,"""#00BE00""","""#000000""",Å,
@TorstenGejl,https://twitter.com/TorstenGejl,Torsten Gejl,MF,Alternativet,"""#00BE00""","""#000000""",Å,
@FranciskaRosenk,https://twitter.com/FranciskaRosenk,Franciska Rosenkilde,Leder,Alternativet,"""#00BE00""","""#000000""",Å,
@martinbornholm,https://twitter.com/martinbornholm,AlternativeMartin,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@simon_nyborg,https://twitter.com/simon_nyborg,Simon Nyborg Jensen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@martin78,https://twitter.com/martin78,Martin Kjærulff (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@Kophod,https://twitter.com/Kophod,Ole Dupont Kofod,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@LindaFrlundHan1,https://twitter.com/LindaFrlundHan1,Linda Frølund Hansen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@tcjakobsen,https://twitter.com/tcjakobsen,Troels Chr. Jakobsen (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@OlumekoC,https://twitter.com/OlumekoC,Christina Olumeko (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@JonathanRies_,https://twitter.com/JonathanRies_,Jonathan Ries (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@HolstKehler,https://twitter.com/HolstKehler,Birgitte Kehler Holst,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@SuperSejeJanK,https://twitter.com/SuperSejeJanK,Jan Kristoffersen (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@MetteBram,https://twitter.com/MetteBram,Mette Kaasfeldt Bram,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@noahsturis,https://twitter.com/noahsturis,Noah Sturis,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@MartinsAnnika,https://twitter.com/MartinsAnnika,Annika Martins (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@kimhjerrild,https://twitter.com/kimhjerrild,"Kim Hjerrild (Å) - FT-kandidat, tidl. BR-medlem mm",Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@LarsCorvinius,https://twitter.com/LarsCorvinius,Lars Corvinius Olesen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@belbooks,https://twitter.com/belbooks,Irina Bjørnø,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@jespercallesen,https://twitter.com/jespercallesen,jesper C,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@SofieGroth1,https://twitter.com/SofieGroth1,Sofie Groth,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@qasamnahmad,https://twitter.com/qasamnahmad,Qasam Nazir Ahmad,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@stine_isaksen,https://twitter.com/stine_isaksen,Stine Isaksen (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@hcmolbech,https://twitter.com/hcmolbech,HC Molbech,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@FogedRasmus,https://twitter.com/FogedRasmus,Rasmus Foged,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@holstein_lars,https://twitter.com/holstein_lars,Lars Holstein,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@plaetner,https://twitter.com/plaetner,Joachim P. Kjeldsen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@Ajsecobranding,https://twitter.com/Ajsecobranding,Anette Jensen Smith,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@MhbLarsson,https://twitter.com/MhbLarsson,Mikkel Høj Bagger Larsson,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@JefSeistrup,https://twitter.com/JefSeistrup,jef seistrup,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@protein_of,https://twitter.com/protein_of,Nicklas Gjedsig - Alternativet,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@JewkesAndrew,https://twitter.com/JewkesAndrew,Mark Andrew Jewkes,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@claraw0lf,https://twitter.com/claraw0lf,Clara Wolf (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@HLiliendahl,https://twitter.com/HLiliendahl,Helene Liliendahl Brydensholt (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@AllonHSorensen,https://twitter.com/AllonHSorensen,Allon Hein Sørensen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@NHOERUP,https://twitter.com/NHOERUP,Nanna Høyrup- Alternativet,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@NHakmann,https://twitter.com/NHakmann,Nicklas Hakmann,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@morten_greve,https://twitter.com/morten_greve,Morten Greve,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@KKockii,https://twitter.com/KKockii,Kirsten Kock,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@JanAllanAnders1,https://twitter.com/JanAllanAnders1,Jan Allan Andersen (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@UMunksgaard,https://twitter.com/UMunksgaard,Ulla Munksgaard,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@LRotfeldVGPT,https://twitter.com/LRotfeldVGPT,Liselotte Katarina Rotfeld - Veganerpartiet,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@mmonberg,https://twitter.com/mmonberg,Michael Monberg - Alternativet,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@LineGessoe,https://twitter.com/LineGessoe,Line Gessø Hansen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@nilasnilas,https://twitter.com/nilasnilas,Nilas Bay-Foged (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@hfonsboel,https://twitter.com/hfonsboel,Hans Biering Fonsbøl,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@BenjaminStran,https://twitter.com/BenjaminStran,Benjamin Strand Andersen,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@lipula,https://twitter.com/lipula,Ane Line Søndergaard,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@nikoline2b,https://twitter.com/nikoline2b,Nikoline Erbs,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@BlochMira,https://twitter.com/BlochMira,Mira Issa Bloch,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@line_aaen,https://twitter.com/line_aaen,"Line Aaen ,- Alternativet",Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@Cborup2,https://twitter.com/Cborup2,CARSTEN BORUP,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@HWium,https://twitter.com/HWium,Helle Wium,Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@Mads5408,https://twitter.com/Mads5408,Mads Damgaard Mortensen (Å),Folketingskandidat,Alternativet,"""#00BE00""","""#000000""",Å,
@skaarup_peter,https://twitter.com/skaarup_peter,Peter Skaarup,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@AdsbolAdsbl,https://twitter.com/AdsbolAdsbl,Karina Adsbøl,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@LiseBech,https://twitter.com/LiseBech,Lise Bech,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@BentGsted,https://twitter.com/BentGsted,Bent Bøgsted,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@JThulesen,https://twitter.com/JThulesen,J H Thulesen Dahl,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@EspersenSoren,https://twitter.com/EspersenSoren,Søren Espersen,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@flydtkjaer,https://twitter.com/flydtkjaer,Dennis Flydtkjær,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@Hans_Kr_Skibby,https://twitter.com/Hans_Kr_Skibby,Hans Kristian Skibby,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@skaarup_peter,https://twitter.com/skaarup_peter,Peter Skaarup,MF,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@BetinaKastbjerg,https://twitter.com/BetinaKastbjerg,Betina Kastbjerg,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@UKnudsen,https://twitter.com/UKnudsen,Ulrik Knudsen,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@KennethFredslu1,https://twitter.com/KennethFredslu1,Kenneth Fredslund Petersen,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@SusieJessen,https://twitter.com/SusieJessen,Susie Jessen,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@mharpsoe,https://twitter.com/mharpsoe,Marlene Harpsøe,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@MetteQwinten,https://twitter.com/MetteQwinten,Mette Qwinten,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@GisselmannOlsen,https://twitter.com/GisselmannOlsen,Claus Gisselmann - Danmarksdemokraterne,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@VibekeBr,https://twitter.com/VibekeBr,Vibeke Brønnum,Folketingskandidat,Danmarksdemokraterne,"""#1171C2""","""#CE142B""",Æ,
@DFUngdom,https://twitter.com/DFUngdom,Dansk Folkepartis Ungdom,Ungdomsparti,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@DanskDf1995,https://twitter.com/DanskDf1995,Dansk Folkeparti,Parti,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@ReneChr67108814,https://twitter.com/ReneChr67108814,Rene’ Christensen,MF,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Eilersen_DF,https://twitter.com/Eilersen_DF,Susanne Eilersen,MF,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Pia_Kjaersgaard,https://twitter.com/Pia_Kjaersgaard,Pia Kjærsgaard,MF,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@MrMesserschmidt,https://twitter.com/MrMesserschmidt,Morten Messerschmidt,Leder,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@KofodPeter,https://twitter.com/KofodPeter,Peter Kofod(DF),Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@nanaharring,https://twitter.com/nanaharring,Nana Harring,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@BirkholmDF,https://twitter.com/BirkholmDF,Majbritt Birkholm Dansk Folkeparti,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@DanielssonRene,https://twitter.com/DanielssonRene,Rene Danielsson,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@JannieBoegh,https://twitter.com/JannieBoegh,Jannie Bøgh,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Kristensenberth,https://twitter.com/Kristensenberth,Kenneth K. Berth,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@MereteDea,https://twitter.com/MereteDea,Merete Dea Larsen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Cecilie_WK,https://twitter.com/Cecilie_WK,Cecilie Winther Kristensen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Nick_Zimmermann,https://twitter.com/Nick_Zimmermann,Nick Zimmermann,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@jose4015,https://twitter.com/jose4015,Josephine Alstrup,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@LauraGuldager,https://twitter.com/LauraGuldager,Laura Guldager,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@gelp0810,https://twitter.com/gelp0810,gert løfgren Dansk folkeparti,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@pr_st_kj_r,https://twitter.com/pr_st_kj_r,Erling Præstekjær,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Mikkel_Dencker,https://twitter.com/Mikkel_Dencker,Mikkel Dencker,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@malmberg_kim,https://twitter.com/malmberg_kim,Kim Malmberg Hansen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@AndersVistisen,https://twitter.com/AndersVistisen,Anders Vistisen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@VindJohn,https://twitter.com/VindJohn,df john Vind,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@Birgitte1234,https://twitter.com/Birgitte1234,Birgitte Milling,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@LBFruerboel,https://twitter.com/LBFruerboel,Lene Baggesø,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@SorenRasmussenO,https://twitter.com/SorenRasmussenO,Søren Rasmussen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@JonKrongaard,https://twitter.com/JonKrongaard,Jon Krongaard,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@dflyck,https://twitter.com/dflyck,Brian Lyck Jørgensen - Dansk Folkeparti,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@SimonHampe,https://twitter.com/SimonHampe,Simon Hampe,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@PAdelsteen,https://twitter.com/PAdelsteen,Pia Adelsteen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@KerreboKim,https://twitter.com/KerreboKim,Kim Errebo,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@CheanneNielsen1,https://twitter.com/CheanneNielsen1,Cheanne Nielsen DF,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@AndersLadegaar1,https://twitter.com/AndersLadegaar1,Anders Ladegaard Bork,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@DfkichKim,https://twitter.com/DfkichKim,Kim Christiansen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@johnbohansen7,https://twitter.com/johnbohansen7,John Bo Hansen,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@SusanneDamsgaa1,https://twitter.com/SusanneDamsgaa1,Susanne Damsgaard,Folketingskandidat,Dansk Folkeparti,"""#0B5A8C""","""#CE142B""",O,
@sufnet,https://twitter.com/sufnet,SUF - Socialistisk Ungdomsfront,Ungdomsparti,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@Enhedslisten,https://twitter.com/Enhedslisten,Enhedslisten,Parti,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@EvaFlyvholm,https://twitter.com/EvaFlyvholm,Eva Flyvholm,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@pederhvelplund,https://twitter.com/pederhvelplund,Peder Hvelplund,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@hyllefar,https://twitter.com/hyllefar,Henning Hyllested,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@ChristianJuhl2,https://twitter.com/ChristianJuhl2,Christian Juhl,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@RosaLundEl,https://twitter.com/RosaLundEl,Rosa Lund,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@SorenEggeRasmus,https://twitter.com/SorenEggeRasmus,Søren Egge Rasmussen,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@JonathanSimmel,https://twitter.com/JonathanSimmel,Jonathan Simmel,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@PSkipperEL,https://twitter.com/PSkipperEL,Pernille Skipper,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@JakobSoelvhoej,https://twitter.com/JakobSoelvhoej,Jakob Sølvhøj,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@SrenSndergaard3,https://twitter.com/SrenSndergaard3,Søren Søndergaard,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@VictoriaV_EL,https://twitter.com/VictoriaV_EL,Victoria Velásquez,MF,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@MaiVilladsen,https://twitter.com/MaiVilladsen,Mai Villadsen,Leder,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@laura_kofod,https://twitter.com/laura_kofod,Laura Kofod,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@NielsBLund,https://twitter.com/NielsBLund,Bjarne Lund,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@LeilaStockmarr,https://twitter.com/LeilaStockmarr,Leila Stockmarr,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@ibrahimbenli_,https://twitter.com/ibrahimbenli_,Ibrahim Benli,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@LouisJacobsen,https://twitter.com/LouisJacobsen,Louis Jacobsen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@Anna_berg_,https://twitter.com/Anna_berg_,Anna Berg,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@seenflotdelfin,https://twitter.com/seenflotdelfin,Emil Samaras Eriksen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@DortheHecht,https://twitter.com/DortheHecht,Dorthe Hecht,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@TClausen_,https://twitter.com/TClausen_,Tobias Clausen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@m_vinther,https://twitter.com/m_vinther,Mathilde Vinther,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@Stefanrundstrom,https://twitter.com/Stefanrundstrom,Stefan Rundstrøm,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@stine_ry,https://twitter.com/stine_ry,Stine Ry Andersen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@pia_thorsen,https://twitter.com/pia_thorsen,Pia Thorsen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@toftlind,https://twitter.com/toftlind,Janne Toft-Lind,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@SinemKirazDemir,https://twitter.com/SinemKirazDemir,Sinem Demir,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@ThueLundgaard,https://twitter.com/ThueLundgaard,Thue lundgaard,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@AnnieHagel,https://twitter.com/AnnieHagel,Annie Hagel,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@trinemach,https://twitter.com/trinemach,Trine Pertou Mach,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@ludmilaplenges,https://twitter.com/ludmilaplenges,Ludmila Plenge,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@AnmaAlm,https://twitter.com/AnmaAlm,Anders Marchsteiner,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@RasmusVMadsen,https://twitter.com/RasmusVMadsen,Rasmus Vestergaard Madsen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@selmaboloe,https://twitter.com/selmaboloe,Selma Bolø,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@filbaert,https://twitter.com/filbaert,Jan Filbært,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@HeleneAppel,https://twitter.com/HeleneAppel,Helene Appel,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
BennyDall,https://twitter.com/BennyDall,Benny Dall,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@sabrinalouisec,https://twitter.com/sabrinalouisec,Sabrina Louise Christiansen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@MariaTemponeras,https://twitter.com/MariaTemponeras,Maria Temponeras,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@PeterSigPolitik,https://twitter.com/PeterSigPolitik,Peter Sig Kristensen,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@annehegelund89,https://twitter.com/annehegelund89,Anne Hegelund,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@Kristjar,https://twitter.com/Kristjar,Kristjar Skajaa,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@RasmusVinther2,https://twitter.com/RasmusVinther2,Rasmus Vinther,Folketingskandidat,Enhedslisten,"""#D20C54""","""#13A06B""",Ø,
@friegronne,https://twitter.com/friegronne,"Frie Grønne, Danmarks Nye Venstrefløjsparti",Parti,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@SikandaSIDDIQUE,https://twitter.com/SikandaSIDDIQUE,Sikandar Siddique,Leder,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@Susanne_Zimmer_,https://twitter.com/Susanne_Zimmer_,Susanne Zimmer,MF,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@KarinaDammand,https://twitter.com/KarinaDammand,Karina,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@EBjerkrheim,https://twitter.com/EBjerkrheim,Elise Bjerkrheim (Q),Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@RajeshHolmen,https://twitter.com/RajeshHolmen,Rajesh Holmen (𝐐),Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@ashamaghanadeem,https://twitter.com/ashamaghanadeem,Asham Agha Nadeem,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@Mohamed29343260,https://twitter.com/Mohamed29343260,Mohamed Abdikarim,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@Henriksen1Lars,https://twitter.com/Henriksen1Lars,Lars Henriksen he/him,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@_Yadvindersingh,https://twitter.com/_Yadvindersingh,Yadvinder Singh (𝐐),Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@MarianneKarlbe2,https://twitter.com/MarianneKarlbe2,Marianne Karlberg,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@nikogrunfeld,https://twitter.com/nikogrunfeld,Niko Grünfeld,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@tomicicdaniel,https://twitter.com/tomicicdaniel,Daniel Tomicic,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@nour_elzeftawy,https://twitter.com/nour_elzeftawy,Nour Elzeftawy,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@Esr_Ocak,https://twitter.com/Esr_Ocak,Esra Ocak,Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@AhmetUzumcuFG,https://twitter.com/AhmetUzumcuFG,Ahmet Üzümcü (Q),Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@AliKhatib95,https://twitter.com/AliKhatib95,Ali Khatib (Q),Folketingskandidat,Frie Grønne,"""#E7CCC7""","""#A9C1B3""",Q,
@AajaCL,https://twitter.com/AajaCL,Aaja Chemnitz Larsen,MF,Inuit Ataqatigiit,Nordatlanten,Nordatlanten,Nordatlanten,
@InuitAtaqatigi1,https://twitter.com/InuitAtaqatigi1,Inuit Ataqatigiit,Parti,Inuit Ataqatigiit,Nordatlanten,Nordatlanten,Nordatlanten,
@KU_DK,https://twitter.com/KU_DK,Konservativ Ungdom,Ungdomsparti,Konservative,"""#01583C""","""#9ED195""",C,
@KonservativeDK,https://twitter.com/KonservativeDK,Det Konservative Folkeparti,Parti,Konservative,"""#01583C""","""#9ED195""",C,https://konservative.dk/
@SorenPape,https://twitter.com/SorenPape,Søren Pape Poulsen,Leder,Konservative,"""#01583C""","""#9ED195""",C,
@_MaiMercado,https://twitter.com/_MaiMercado,Mai Mercado,MF,Konservative,"""#01583C""","""#9ED195""",C,
@RasmusJarlov,https://twitter.com/RasmusJarlov,Rasmus Jarlov,MF,Konservative,"""#01583C""","""#9ED195""",C,
@metteabildgaard,https://twitter.com/metteabildgaard,Mette Abildgaard,MF,Konservative,"""#01583C""","""#9ED195""",C,
@BirgitteBergman,https://twitter.com/BirgitteBergman,Birgitte Bergman,MF,Konservative,"""#01583C""","""#9ED195""",C,
@JerkelK,https://twitter.com/JerkelK,Brigitte K. Jerkel,MF,Konservative,"""#01583C""","""#9ED195""",C,
@brittbager,https://twitter.com/brittbager,Britt Bager,MF,Konservative,"""#01583C""","""#9ED195""",C,
@Ammitzboell_K,https://twitter.com/Ammitzboell_K,KatarinaAmmitzboell,MF,Konservative,"""#01583C""","""#9ED195""",C,
@MarcusKnuth1,https://twitter.com/MarcusKnuth1,Marcus Knuth,MF,Konservative,"""#01583C""","""#9ED195""",C,
@GitteWillumsen1,https://twitter.com/GitteWillumsen1,Gitte Willumsen,MF,Konservative,"""#01583C""","""#9ED195""",C,
@JuulMona,https://twitter.com/JuulMona,Mona Juul,MF,Konservative,"""#01583C""","""#9ED195""",C,
@PerLarsenC,https://twitter.com/PerLarsenC,Per Larsen,MF,Konservative,"""#01583C""","""#9ED195""",C,
@NielsFlemming01,https://twitter.com/NielsFlemming01,Niels Flemming Hansen,MF,Konservative,"""#01583C""","""#9ED195""",C,
@HenrietteVind,https://twitter.com/HenrietteVind,Henriette Søvind,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
@Guldfeldt,https://twitter.com/Guldfeldt,Kristian Guldfeldt,Folketingskandidat,Konservative,"""#01583C""","""#9ED195""",C,
